Leybold GmbH
S/N = 000518
sw-version = 1.11.00
samplingtime[s] = 10
unit = mbar
Setpoints;Channel;SP-On;SP-Off
1;Off;na;na
2;Off;na;na
3;Off;na;na
4;Off;na;na
5;Off;na;na
6;Off;na;na
Leak test parameter
unit = mbar*l/s
Interval[min] = 1 
Volume[l] = 1.00
Channel = 1

date time;ch1 =  ;ch2 =  ;leak rate
;DU200;NOSEN
2021-05-11 14:08:35;0.5;....;n.a.
2021-05-11 14:08:45;0.5;....;n.a.
2021-05-11 14:08:55;0.5;....;n.a.
2021-05-11 14:09:05;0.4;....;n.a.
2021-05-11 14:09:15;0.5;....;n.a.
2021-05-11 14:09:25;0.5;....;n.a.
2021-05-11 14:09:35;0.5;....;n.a.
2021-05-11 14:09:45;0.5;....;n.a.
2021-05-11 14:09:55;0.5;....;n.a.
2021-05-11 14:10:05;0.4;....;n.a.
2021-05-11 14:10:15;0.5;....;n.a.
2021-05-11 14:10:25;0.5;....;n.a.
2021-05-11 14:10:35;0.5;....;n.a.
2021-05-11 14:10:45;0.5;....;n.a.
2021-05-11 14:10:55;0.6;....;n.a.
2021-05-11 14:11:05;0.6;....;n.a.
2021-05-11 14:11:15;0.6;....;n.a.
2021-05-11 14:11:25;0.7;....;n.a.
2021-05-11 14:11:35;0.8;....;n.a.
2021-05-11 14:11:45;0.8;....;n.a.
2021-05-11 14:11:55;0.9;....;n.a.
2021-05-11 14:12:05;0.9;....;n.a.
2021-05-11 14:12:15;1.0;....;n.a.
2021-05-11 14:12:25;1.0;....;n.a.
2021-05-11 14:12:35;1.0;....;n.a.
2021-05-11 14:12:45;1.1;....;n.a.
2021-05-11 14:12:55;1.2;....;n.a.
2021-05-11 14:13:05;1.3;....;n.a.
2021-05-11 14:13:15;1.3;....;n.a.
2021-05-11 14:13:25;1.4;....;n.a.
2021-05-11 14:13:35;1.4;....;n.a.
2021-05-11 14:13:45;1.5;....;n.a.
2021-05-11 14:13:55;1.6;....;n.a.
2021-05-11 14:14:05;1.6;....;n.a.
2021-05-11 14:14:15;1.7;....;n.a.
2021-05-11 14:14:25;1.7;....;n.a.
2021-05-11 14:14:35;1.7;....;n.a.
2021-05-11 14:14:45;1.8;....;n.a.
2021-05-11 14:14:55;1.9;....;n.a.
2021-05-11 14:15:05;1.9;....;n.a.
2021-05-11 14:15:15;2.0;....;n.a.
2021-05-11 14:15:25;2.0;....;n.a.
2021-05-11 14:15:35;2.1;....;n.a.
2021-05-11 14:15:45;2.1;....;n.a.
2021-05-11 14:15:55;2.2;....;n.a.
2021-05-11 14:16:05;2.2;....;n.a.
2021-05-11 14:16:15;2.3;....;n.a.
2021-05-11 14:16:25;2.3;....;n.a.
2021-05-11 14:16:35;2.4;....;n.a.
2021-05-11 14:16:45;2.4;....;n.a.
2021-05-11 14:16:55;2.5;....;n.a.
2021-05-11 14:17:05;2.5;....;n.a.
2021-05-11 14:17:15;2.6;....;n.a.
2021-05-11 14:17:25;2.6;....;n.a.
2021-05-11 14:17:35;2.7;....;n.a.
2021-05-11 14:17:45;2.8;....;n.a.
2021-05-11 14:17:55;2.8;....;n.a.
2021-05-11 14:18:05;2.8;....;n.a.
2021-05-11 14:18:15;2.9;....;n.a.
2021-05-11 14:18:25;2.9;....;n.a.
2021-05-11 14:18:35;3.0;....;n.a.
2021-05-11 14:18:45;3.0;....;n.a.
2021-05-11 14:18:55;3.1;....;n.a.
2021-05-11 14:19:05;3.2;....;n.a.
2021-05-11 14:19:15;3.2;....;n.a.
2021-05-11 14:19:25;3.2;....;n.a.
2021-05-11 14:19:35;3.3;....;n.a.
2021-05-11 14:19:45;3.3;....;n.a.
2021-05-11 14:19:55;3.4;....;n.a.
2021-05-11 14:20:05;3.5;....;n.a.
2021-05-11 14:20:15;3.5;....;n.a.
2021-05-11 14:20:25;3.5;....;n.a.
2021-05-11 14:20:35;3.6;....;n.a.
2021-05-11 14:20:45;3.6;....;n.a.
2021-05-11 14:20:55;3.7;....;n.a.
2021-05-11 14:21:05;3.7;....;n.a.
2021-05-11 14:21:15;3.8;....;n.a.
